doi,sc_title,sc_issn,sc_pub_name,sc_vol,sc_issue,sc_page_range,sc_abstract_api_endpoint,sc_human_url,sc_pub_date,sc_open_access_status,sc_query_used
10.1086/715850,The power of referential advice,00223808,Journal of Political Economy,129,11,3073-3140,https://api.elsevier.com/content/abstract/scopus_id/85113726608,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113726608&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715851,Optimal income taxation: Mirrlees meets ramsey,00223808,Journal of Political Economy,129,11,3141-3184,https://api.elsevier.com/content/abstract/scopus_id/85113601949,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113601949&origin=inward,2021-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715417,The path to college education: The role of math and verbal skills,00223808,Journal of Political Economy,129,10,2905-2946,https://api.elsevier.com/content/abstract/scopus_id/85113706281,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113706281&origin=inward,2021-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715076,The production function for housing: Evidence from France,00223808,Journal of Political Economy,129,10,2766-2816,https://api.elsevier.com/content/abstract/scopus_id/85113174246,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113174246&origin=inward,2021-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715415,Understanding disparities in punishment: Regulator preferences and expertise,00223808,Journal of Political Economy,129,10,2947-2992,https://api.elsevier.com/content/abstract/scopus_id/85111906783,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111906783&origin=inward,2021-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715416,The transmission of monetary policy under the microscope,00223808,Journal of Political Economy,129,10,2861-2904,https://api.elsevier.com/content/abstract/scopus_id/85111626541,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111626541&origin=inward,2021-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715075,Do environmental markets improve on open access? Evidence from California groundwater rights,00223808,Journal of Political Economy,129,10,2817-2860,https://api.elsevier.com/content/abstract/scopus_id/85111037668,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111037668&origin=inward,2021-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715074,Liquidity rules and credit booms,00223808,Journal of Political Economy,129,10,2721-2765,https://api.elsevier.com/content/abstract/scopus_id/85109906397,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109906397&origin=inward,2021-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714994,"Discrimination, managers, and firm performance: evidence from “aryanizations” in nazi germany",00223808,Journal of Political Economy,129,9,2455-2503,https://api.elsevier.com/content/abstract/scopus_id/85112529510,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112529510&origin=inward,2021-09-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715023,Communication and community enforcement,00223808,Journal of Political Economy,129,9,2595-2628,https://api.elsevier.com/content/abstract/scopus_id/85110244353,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110244353&origin=inward,2021-09-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715021,Systematic bias in the progress of research,00223808,Journal of Political Economy,129,9,2666-2719,https://api.elsevier.com/content/abstract/scopus_id/85110057060,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110057060&origin=inward,2021-09-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714992,Socioeconomic status and inequalities in children’s iq and economic preferences,00223808,Journal of Political Economy,129,9,2504-2545,https://api.elsevier.com/content/abstract/scopus_id/85110054465,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110054465&origin=inward,2021-09-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714993,Feasible joint posterior beliefs,00223808,Journal of Political Economy,129,9,2546-2594,https://api.elsevier.com/content/abstract/scopus_id/85109377699,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109377699&origin=inward,2021-09-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715022,"Social insurance, information revelation, and lack of commitment",00223808,Journal of Political Economy,129,9,2629-2665,https://api.elsevier.com/content/abstract/scopus_id/85108071403,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108071403&origin=inward,2021-09-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.3386/w24136,On bunching and identification of the taxable income elasticity,00223808,Journal of Political Economy,129,8,2320-2343,https://api.elsevier.com/content/abstract/scopus_id/85113268309,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113268309&origin=inward,2021-08-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/715144,The interaction of bankers’ asset and liability management with liquidity concerns,00223808,Journal of Political Economy,129,8,2233-2274,https://api.elsevier.com/content/abstract/scopus_id/85110215166,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110215166&origin=inward,2021-08-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714445,An equilibrium model of the market for bitcoin mining,00223808,Journal of Political Economy,129,8,2415-2452,https://api.elsevier.com/content/abstract/scopus_id/85107955429,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107955429&origin=inward,2021-08-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714444,Two blades of grass: The impact of the green revolution,00223808,Journal of Political Economy,129,8,2344-2384,https://api.elsevier.com/content/abstract/scopus_id/85107564931,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107564931&origin=inward,2021-08-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714442,Difference-in-differences hedonics,00223808,Journal of Political Economy,129,8,2385-2414,https://api.elsevier.com/content/abstract/scopus_id/85106684956,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106684956&origin=inward,2021-08-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714443,"Search, information, and prices",00223808,Journal of Political Economy,129,8,2275-2319,https://api.elsevier.com/content/abstract/scopus_id/85106674504,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106674504&origin=inward,2021-08-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714447,Exchange rate disconnect in general equilibrium,00223808,Journal of Political Economy,129,8,2183-2232,https://api.elsevier.com/content/abstract/scopus_id/85102785565,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102785565&origin=inward,2021-08-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714118,Steps of reasoning in children and adolescents,00223808,Journal of Political Economy,129,7,2067-2111,https://api.elsevier.com/content/abstract/scopus_id/85106685807,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106685807&origin=inward,2021-07-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714133,Privacy as a public good: A case for electronic cash,00223808,Journal of Political Economy,129,7,2157-2180,https://api.elsevier.com/content/abstract/scopus_id/85106674089,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106674089&origin=inward,2021-07-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714119,Planning ahead for better neighborhoods: Long-run evidence from tanzania,00223808,Journal of Political Economy,129,7,2112-2156,https://api.elsevier.com/content/abstract/scopus_id/85106634041,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106634041&origin=inward,2021-07-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714120,Are bigger banks better? Firm-level evidence from germany,00223808,Journal of Political Economy,129,7,2023-2066,https://api.elsevier.com/content/abstract/scopus_id/85106062740,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106062740&origin=inward,2021-07-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714090,Asset pricing with omitted factors,00223808,Journal of Political Economy,129,7,1947-1990,https://api.elsevier.com/content/abstract/scopus_id/85105621838,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105621838&origin=inward,2021-07-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/714093,On the direction of innovation,00223808,Journal of Political Economy,129,7,1991-2022,https://api.elsevier.com/content/abstract/scopus_id/85102664830,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102664830&origin=inward,2021-07-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713732,Time will tell: Recovering preferences when choices are noisy,00223808,Journal of Political Economy,129,6,1828-1877,https://api.elsevier.com/content/abstract/scopus_id/85105574847,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105574847&origin=inward,2021-06-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713745,Taxation under learning by doing,00223808,Journal of Political Economy,129,6,1878-1944,https://api.elsevier.com/content/abstract/scopus_id/85105255696,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105255696&origin=inward,2021-06-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713733,The impact of temperature on productivity and labor supply: Evidence from indian manufacturing,00223808,Journal of Political Economy,129,6,1797-1827,https://api.elsevier.com/content/abstract/scopus_id/85105220659,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105220659&origin=inward,2021-06-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713731,Cheap trade credit and competition in downstream markets,00223808,Journal of Political Economy,129,6,1744-1796,https://api.elsevier.com/content/abstract/scopus_id/85104723720,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104723720&origin=inward,2021-06-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713729,Hysteresis and the welfare effect of corrective policies: Theory and evidence from an energy-saving program,00223808,Journal of Political Economy,129,6,1705-1743,https://api.elsevier.com/content/abstract/scopus_id/85104699288,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104699288&origin=inward,2021-06-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713730,Dual decision processes: Retrieving preferences when some choices are automatic,00223808,Journal of Political Economy,129,6,1667-1704,https://api.elsevier.com/content/abstract/scopus_id/85104335814,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104335814&origin=inward,2021-06-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713190,Impure impact giving: Theory and evidence,00223808,Journal of Political Economy,129,5,1553-1614,https://api.elsevier.com/content/abstract/scopus_id/85103873374,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103873374&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713098,Recent trends in US income distributions in tax record data using more comprehensive measures of income including real accrued capital gains,00223808,Journal of Political Economy,129,5,1319-1360,https://api.elsevier.com/content/abstract/scopus_id/85103221336,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103221336&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713096,How to improve tax compliance? Evidence from population-wide experiments in Belgium,00223808,Journal of Political Economy,129,5,1425-1463,https://api.elsevier.com/content/abstract/scopus_id/85103208114,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103208114&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713100,Human capital investments and expectations about career and family,00223808,Journal of Political Economy,129,5,1361-1424,https://api.elsevier.com/content/abstract/scopus_id/85103188107,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103188107&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713192,Exposure to grocery prices and inflation expectations,00223808,Journal of Political Economy,129,5,1615-1639,https://api.elsevier.com/content/abstract/scopus_id/85103168053,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103168053&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713191,Optimal fiscal policy without commitment: Revisiting lucas-stokey,00223808,Journal of Political Economy,129,5,1640-1665,https://api.elsevier.com/content/abstract/scopus_id/85103166798,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103166798&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713099,"Search, liquidity, and retention: Screening multidimensional private information",00223808,Journal of Political Economy,129,5,1487-1507,https://api.elsevier.com/content/abstract/scopus_id/85103149623,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103149623&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713097,An investment-and-marriage model with differential fecundity: On the college gender gap,00223808,Journal of Political Economy,129,5,1464-1486,https://api.elsevier.com/content/abstract/scopus_id/85102358043,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102358043&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/713101,East-side story: Historical pollution and persistent neighborhood sorting,00223808,Journal of Political Economy,129,5,1508-1552,https://api.elsevier.com/content/abstract/scopus_id/85101210185,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101210185&origin=inward,2021-05-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/71273,A theory of auctions with endogenous valuations,00223808,Journal of Political Economy,129,4,1011-1051,https://api.elsevier.com/content/abstract/scopus_id/85103798453,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103798453&origin=inward,2021-04-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712787,A market-based solution for fire sales and other pecuniary externalities,00223808,Journal of Political Economy,129,4,981-1010,https://api.elsevier.com/content/abstract/scopus_id/85103759109,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103759109&origin=inward,2021-04-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712761,How do we choose our identity? A revealed preference approach using food consumption,00223808,Journal of Political Economy,129,4,1193-1251,https://api.elsevier.com/content/abstract/scopus_id/85103159358,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103159358&origin=inward,2021-04-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712762,"Upstream, downstream: Diffusion and impacts of the universal product code",00223808,Journal of Political Economy,129,4,1252-1286,https://api.elsevier.com/content/abstract/scopus_id/85102385606,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102385606&origin=inward,2021-04-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712786,The economic structure of international trade-in-services agreements,00223808,Journal of Political Economy,129,4,1287-1317,https://api.elsevier.com/content/abstract/scopus_id/85102104173,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102104173&origin=inward,2021-04-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712638,The impact of peer personality on academic achievement,00223808,Journal of Political Economy,129,4,1052-1099,https://api.elsevier.com/content/abstract/scopus_id/85101931822,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101931822&origin=inward,2021-04-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712736,Asset classes,00223808,Journal of Political Economy,129,4,1100-1156,https://api.elsevier.com/content/abstract/scopus_id/85101930990,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101930990&origin=inward,2021-04-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712733,Securing property rights,00223808,Journal of Political Economy,129,4,1157-1192,https://api.elsevier.com/content/abstract/scopus_id/85101644095,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101644095&origin=inward,2021-04-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712507,Supply and demand in a two-sector matching model,00223808,Journal of Political Economy,129,3,940-978,https://api.elsevier.com/content/abstract/scopus_id/85102148288,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102148288&origin=inward,2021-03-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712446,Why do wealthy parents have wealthy children?,00223808,Journal of Political Economy,129,3,703-756,https://api.elsevier.com/content/abstract/scopus_id/85100565639,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100565639&origin=inward,2021-03-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712443,Intergenerational mobility and the timing of parental income,00223808,Journal of Political Economy,129,3,757-788,https://api.elsevier.com/content/abstract/scopus_id/85100561012,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100561012&origin=inward,2021-03-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712506,Killer acquisitions,00223808,Journal of Political Economy,129,3,649-702,https://api.elsevier.com/content/abstract/scopus_id/85100477011,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100477011&origin=inward,2021-03-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712447,Identification of hedonic equilibrium and nonseparable simultaneous equations,00223808,Journal of Political Economy,129,3,842-870,https://api.elsevier.com/content/abstract/scopus_id/85100353974,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100353974&origin=inward,2021-03-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712444,Granular comparative advantage,00223808,Journal of Political Economy,129,3,871-939,https://api.elsevier.com/content/abstract/scopus_id/85099984276,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099984276&origin=inward,2021-03-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/712445,An experimental investigation of price dispersion and cycles,00223808,Journal of Political Economy,129,3,789-841,https://api.elsevier.com/content/abstract/scopus_id/85099585996,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099585996&origin=inward,2021-03-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/711952,Optimal need-based financial aid,00223808,Journal of Political Economy,129,2,492-533,https://api.elsevier.com/content/abstract/scopus_id/85099607282,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099607282&origin=inward,2021-02-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/711762,Dynamic tournament design: Evidence from prediction contests,00223808,Journal of Political Economy,129,2,383-420,https://api.elsevier.com/content/abstract/scopus_id/85099603615,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099603615&origin=inward,2021-02-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/711915,The effects of fluoride in drinking water,00223808,Journal of Political Economy,129,2,465-491,https://api.elsevier.com/content/abstract/scopus_id/85099401924,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099401924&origin=inward,2021-02-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/711951,Can health insurance competition work? Evidence from medicare advantage,00223808,Journal of Political Economy,129,2,570-606,https://api.elsevier.com/content/abstract/scopus_id/85099377730,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099377730&origin=inward,2021-02-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/711954,Taking orders and taking notes: Dealer information sharing in treasury auctions,00223808,Journal of Political Economy,129,2,607-645,https://api.elsevier.com/content/abstract/scopus_id/85099069300,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099069300&origin=inward,2021-02-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/711917,Multiproduct intermediaries,00223808,Journal of Political Economy,129,2,421-464,https://api.elsevier.com/content/abstract/scopus_id/85098523445,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098523445&origin=inward,2021-02-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
10.1086/711953,Startups and upstarts: Disadvantageous information in r&amp;d,00223808,Journal of Political Economy,129,2,534-569,https://api.elsevier.com/content/abstract/scopus_id/85098481054,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098481054&origin=inward,2021-02-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021
