volume,issue,date,abstract,author,jel_desc,jel_code,title,L_code,K_code,D4_code,O3_code,G34_code,year,month,day
129,12,2021-12-01,"Calibration means that forecasts and average realized frequencies are close. We develop the concept of forecast hedging, which consists of choosing the forecasts so as to guarantee that the expected track record can only improve. This yields all the calibration results by the same simple basic argument while differentiating between them by the forecast-hedging tools used: deterministic and fixed point based versus stochastic and minimax based. Additional contributions are an improved definition of continuous calibration, ensuing game dynamics that yield Nash equilibria in the long run, and a new calibrated forecasting procedure for binary events that is simpler than all known such procedures.","['Hart, Sergiu', 'Foster, Dean P.']","['Forecasting Models; Simulation Methods', 'Game Theory and Bargaining Theory: General']","['C53', 'C70']",Forecast Hedging and Calibration,0,0,0,0,0,2021,12,01
129,12,2021-12-01,"This paper studies the industry-level and aggregate implications of financial development on international trade. I set up a multi-industry general equilibrium model of international trade with input-output linkages and heterogeneous firms subject to financial frictions. Industries differ in capital intensity, which leads to differences in external finance dependence. The model is parameterized to match key features of firm-level data. Financial development leads to substantial reallocation of international trade shares from labor- to capital-intensive industries, with minor effects at the aggregate level. These findings are consistent with estimates from cross-country industry-level and aggregate data.","['Leibovici, Fernando']","['Firm Behavior: Empirical Analysis', 'Financial Markets and the Macroeconomy', 'Empirical Studies of Trade', 'Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill', 'Industry Studies: Manufacturing: General', 'Industrialization; Manufacturing and Service Industries; Choice of Technology', 'Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance']","['D22', 'E44', 'F14', 'G32', 'L60', 'O14', 'O16']",Financial Development and International Trade,1,0,0,0,0,2021,12,01
129,12,2021-12-01,"In many industries, upstream manufacturers pay downstream retailers for achieving quantity or market share targets. These ""vertical rebates"" may mitigate downstream moral hazard by inducing greater retail effort but may also incentivize retailers to drop competing products. We study these offsetting effects empirically for a rebate paid to one retailer. Using a field experiment, we exogenously vary the outcome of retailer effort. We estimate models of consumer choice and retailer behavior to quantify the rebate's effect on retail assortment and effort. We find that the rebate is designed to exclude a competing product and fails to maximize social surplus.","['Conlon, Christopher T.', 'Mortimer, Julie Holland']","['Firm Behavior: Theory', 'Transactional Relationships; Contracts and Reputation; Networks', 'Firm Organization and Market Structure', 'Industry Studies: Manufacturing: General', 'Retail and Wholesale Trade; e-Commerce']","['D21', 'L14', 'L22', 'L60', 'L81']",Efficiency and Foreclosure Effects of Vertical Rebates: Empirical Evidence,1,0,0,0,0,2021,12,01
129,12,2021-12-01,"We study the causal effect of incarceration on reoffending using discontinuities in North Carolina's sentencing guidelines. A regression discontinuity analysis shows that 1 year of incarceration causes a reduction in the likelihood of being reincarcerated within 3, 5, and 8 years from sentencing by 44%, 29%, and 21%, respectively. To parse the potentially heterogeneous dose response relationship underlying these effects, we develop an econometric model of prison sentences and recidivism. We find that incarceration has meaningful reoffending-reducing average effects that diminish in incarceration length. As a result, budget-neutral reductions in sentence length combined with increases in incarceration rates can decrease recidivism.","['Shem-Tov, Yotam', 'Rose, Evan K.']","['State and Local Government: Health; Education; Welfare; Public Pensions', 'Illegal Behavior and the Enforcement of Law']","['H75', 'K42']",How Does Incarceration Affect Reoffending? Estimating the Dose-Response Function,0,1,0,0,0,2021,12,01
129,12,2021-12-01,"Men who father their first child at a very young age are convicted of significantly fewer crimes in the first years after birth if the child is a son rather than a daughter. This leads to behavioral spillovers that reduce criminal convictions among other young men living in the same neighborhood, with the resulting crime multipliers affecting peers' crime even after the primary impact on the focal individual has dissipated. Through social multipliers, prevention policies that target potential criminals at an early stage, therefore, lead to larger reductions in the cost of crime than suggested by primary effects alone.","['Dustmann, Christian', 'Landerso, Rasmus']","['Marriage; Marital Dissolution; Family Structure; Domestic Abuse', 'Fertility; Family Planning; Child Care; Children; Youth', 'Economics of Gender; Non-labor Discrimination', 'Illegal Behavior and the Enforcement of Law']","['J12', 'J13', 'J16', 'K42']","Child's Gender, Young Fathers' Crime, and Spillover Effects in Criminal Behavior",0,1,0,0,0,2021,12,01
129,11,2021-11-01,"We propose a new model of legislative bargaining in which coalitions may have different values, reflecting the fact that the policies they can pursue are constrained by the identity of the coalition members. As the delay between offers goes to zero, the equilibrium allocation of the model converges to a generalized version of a Nash bargaining solution in which--in contrast to the standard solution--the winning coalition is endogenous and determined by the relative coalitional values. A form of the holdup problem specific to these bargaining games contributes to generate significant inefficiencies in the selection of the coalition. The model helps rationalize well-known empirical facts that are in conflict with the predictions of standard noncooperative models of bargaining.","['Battaglini, Marco']","['Bargaining Theory; Matching Theory', 'Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior']","['C78', 'D72']",Coalition Formation in Legislative Bargaining,0,0,0,0,0,2021,11,01
129,11,2021-11-01,"We take the perspective of an econometrician who wants to determine which of two experiments provides higher expected utility but only knows the decisions under each experiment. To compare these decisions, the econometrician must make inferences about what the experiment might have been for each set of decisions. We provide a necessary and sufficient condition that identifies when every experiment consistent with one set of decisions has a higher value of information than every experiment consistent with the other set of decisions.","['Caplin, Andrew', 'Martin, Daniel']","['Econometrics of Games and Auctions', 'Consumer Economics: Theory']","['C57', 'D11']",Comparison of Decisions under Unknown Experiments,0,0,0,0,0,2021,11,01
129,11,2021-11-01,"We explore the optimal shape of the income tax and transfer schedule in an environment with distinct roles for public and private insurance. In a calibration to the United States, we find that the optimal system features marginal tax rates that increase in income. When we increase pressure on the government to raise revenue, the optimal marginal tax schedule becomes first flatter and then U-shaped, reconciling various findings in the literature. A power function parametric tax schedule outperforms an affine one, indicating that tax progressivity is more important than lump-sum transfers. We also explore various social welfare objectives and Pareto-improving reforms.","['Tsujiyama, Hitoshi', 'Heathcote, Jonathan']","['Taxation and Subsidies: Efficiency; Optimal Taxation', 'Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes', 'Tax Law']","['H21', 'H24', 'K34']",Optimal Income Taxation: Mirrlees Meets Ramsey,0,1,0,0,0,2021,11,01
129,11,2021-11-01,"Expert advice often extends beyond a simple recommendation, including information about alternative options. To explore the role of this referential advice, we enrich the expert's informational advantage in a canonical model of communication with hard information. We show that when constructed just right, referential advice dissuades the decision maker from choosing options other than the recommendation, thereby making the recommendation itself more persuasive. We identify an equilibrium in which, with probability 1, the expert is strictly better off providing referential advice than she is in any equilibrium in which she provides a recommendation alone.","['Lambert, Nicolas S.', 'Callander, Steven', 'Matouschek, Niko']","['Asymmetric and Private Information; Mechanism Design', 'Search; Learning; Information and Knowledge; Communication; Belief; Unawareness']","['D82', 'D83']",The Power of Referential Advice,0,0,0,0,0,2021,11,01
129,11,2021-11-01,"We develop a quantitative macroeconomic theory of input-saving technical change to analyze how markets economize on scarce natural resources, with an application to fossil fuel. We find that aggregate US data call for a very low short-run substitution elasticity between energy and the capital/labor inputs. Our estimates imply that energy-saving technical change took off when the oil shocks hit in the 1970s. This response implies significant substitutability with the other inputs in the long run: even under ever-rising energy prices, long-run consumption growth is still possible, along with a modest factor share of energy.","['Hassler, John', 'Krusell, Per', 'Olovsson, Conny']","['Technological Change: Choices and Consequences; Diffusion Processes', 'Nonrenewable Resources and Conservation: Demand and Supply; Prices', 'Hydrocarbon Resources', 'Energy: Demand and Supply; Prices']","['O33', 'Q31', 'Q35', 'Q41']",Directed Technical Change as a Response to Natural Resource Scarcity,0,0,0,1,0,2021,11,01
129,11,2021-11-01,We provide an econometric framework for estimating a game of simultaneous entry and pricing decisions while allowing for correlations between unobserved cost and demand shocks. We use our framework to account for selection in the pricing stage. We estimate the model using data from the US airline industry and find that not accounting for endogenous entry leads to biased estimation of demand elasticities. We simulate a merger between American and US Airways and find that product repositioning and postmerger outcomes depend on how we model the characteristics of the merged firm as a function of the premerger firms' characteristics.,"['Tamer, Elie', 'Ciliberto, Federico', 'Murry, Charles']","['Firm Behavior: Theory', 'Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance', 'Corporate Finance and Governance: Government Policy and Regulation', 'Oligopoly and Other Imperfect Markets']","['D21', 'G34', 'G38', 'L13']",Market Structure and Competition in Airline Markets,1,0,0,0,1,2021,11,01
129,1,2021-01-01,"Weyl and Fabinger (2013) analyze the social incidence of competition and the output and welfare effects of third-degree price discrimination by considering the hypothetical entrance of exogenous quantity into a market. The formulas they use for this purpose, however, are correct only for marginal changes in exogenous quantity starting at zero or if demand functions are linear. We show how using the correct formulas changes Weyl and Fabinger's analyses and leads to new results on the social incidence of competition and on the output and welfare effects of third-degree price discrimination in monopoly and oligopoly markets.","['Miklos-Thal, Jeanine', 'Shaffer, Greg']","['Firm Behavior: Theory', 'Market Structure, Pricing, and Design: Monopoly', 'Market Structure, Pricing, and Design: Oligopoly and Other Forms of Market Imperfection', 'Monopoly; Monopolization Strategies', 'Oligopoly and Other Imperfect Markets']","['D21', 'D42', 'D43', 'L12', 'L13']","Pass-through as an Economic Tool: On Exogenous Competition, Social Incidence, and Price Discrimination",1,0,1,0,0,2021,01,01
