level_0,index,doi,sc_title,sc_issn,sc_pub_name,sc_vol,sc_issue,sc_page_range,sc_abstract_api_endpoint,sc_human_url,sc_pub_date,sc_open_access_status,sc_query_used,sc_author_id,sc_author_given_name,sc_author_last_name,sc_author_affil_id,sc_author_affil_indexed,sc_grant_text,sc_funding_text,sc_funding_agency,sc_author_indexed_name,sc_abstract_text
95,95,10.1086/710535,Equilibrium labor market search and health insurance reform,00223808,Journal of Political Economy,128,11,4258-4336,https://api.elsevier.com/content/abstract/scopus_id/85092387335,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092387335&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,7402542831,Hanming,Fang,60105232,"ShanghaiTech University, China","This is a substantially revised version of our working paper (Aizawa and Fang 2013, 2015). We thank the editor, James J. Heckman, and four referees, as well as Gadi Barlevy, Steve Berry, Zvi Eckstein, Chris Flinn, Eric French, Kate Ho, Jeremy Lise, Karam Kang, Michael Keane, Amanda Kowalski, Ariel Pakes, Richard Rogerson, John Rust, Andrew Shephard, Ken Wolpin, and numerous seminar or conference participants at Columbia; Duke; Georgetown; Harvard; University College London; University of Toulouse; London School of Economics; University of Michigan; University of Colorado Boulder; Chinese University of Hong Kong; Fudan University; Peking University; Tsinghua University; New York University; University of Pennsylvania; Bank of Canada; Federal Reserve Banks of Atlanta, Chicago, and New York; the Society of Economic Dynamics Annual Conference 2012; the North American Econometric Society Meetings (summer 2012 and winter 2014); the National Bureau of Economic Research Public Economics Meetings 2013; the Cowles Foundation Structural Microeconomics Conference 2013; the Australasian Econometric Society Summer Meeting 2013; and the Structural Estimation of Behavioral Models Conference in Honor of Kenneth I. Wolpin for helpful comments and suggestions. Aizawa’s research is partially supported by a dissertation fellowship funded by the Social Security Administration and offered through the Boston College Center for Retirement Research. Fang gratefully acknowledges generous financial support from National Science Foundation grant SES-0844845. We are also grateful for Samuel Bailey and Qing Gong for excellent research assistance. We are responsible for all remaining errors. Data are provided as supplementary material online.",SCOPUS FAILURE,SCOPUS FAILURE,Fang H.,"© 2020 by The University of Chicago. All rights reserved.We present and empirically implement an equilibrium labor market search model where risk-averse workers facing medical expenditure shocks are matched with firms making health insurance coverage decisions. We use our estimated model to evaluate the equilibrium impact of many health care reform proposals, including the 2010 Affordable Care Act (ACA). We use the estimates of the early impact of the ACA as a model validation. We find that income-based subsidies for health insurance premiums are crucial for the sustainability of the ACA, while the ACA can still substantially reduce the uninsured rate without the individual or the employer mandate."
95,95,10.1086/710535,Equilibrium labor market search and health insurance reform,00223808,Journal of Political Economy,128,11,4258-4336,https://api.elsevier.com/content/abstract/scopus_id/85092387335,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092387335&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,7402542831,Hanming,Fang,60020337,"National Bureau of Economic Research, USA","This is a substantially revised version of our working paper (Aizawa and Fang 2013, 2015). We thank the editor, James J. Heckman, and four referees, as well as Gadi Barlevy, Steve Berry, Zvi Eckstein, Chris Flinn, Eric French, Kate Ho, Jeremy Lise, Karam Kang, Michael Keane, Amanda Kowalski, Ariel Pakes, Richard Rogerson, John Rust, Andrew Shephard, Ken Wolpin, and numerous seminar or conference participants at Columbia; Duke; Georgetown; Harvard; University College London; University of Toulouse; London School of Economics; University of Michigan; University of Colorado Boulder; Chinese University of Hong Kong; Fudan University; Peking University; Tsinghua University; New York University; University of Pennsylvania; Bank of Canada; Federal Reserve Banks of Atlanta, Chicago, and New York; the Society of Economic Dynamics Annual Conference 2012; the North American Econometric Society Meetings (summer 2012 and winter 2014); the National Bureau of Economic Research Public Economics Meetings 2013; the Cowles Foundation Structural Microeconomics Conference 2013; the Australasian Econometric Society Summer Meeting 2013; and the Structural Estimation of Behavioral Models Conference in Honor of Kenneth I. Wolpin for helpful comments and suggestions. Aizawa’s research is partially supported by a dissertation fellowship funded by the Social Security Administration and offered through the Boston College Center for Retirement Research. Fang gratefully acknowledges generous financial support from National Science Foundation grant SES-0844845. We are also grateful for Samuel Bailey and Qing Gong for excellent research assistance. We are responsible for all remaining errors. Data are provided as supplementary material online.",SCOPUS FAILURE,SCOPUS FAILURE,Fang H.,"© 2020 by The University of Chicago. All rights reserved.We present and empirically implement an equilibrium labor market search model where risk-averse workers facing medical expenditure shocks are matched with firms making health insurance coverage decisions. We use our estimated model to evaluate the equilibrium impact of many health care reform proposals, including the 2010 Affordable Care Act (ACA). We use the estimates of the early impact of the ACA as a model validation. We find that income-based subsidies for health insurance premiums are crucial for the sustainability of the ACA, while the ACA can still substantially reduce the uninsured rate without the individual or the employer mandate."
96,96,10.1086/710532,Political cycles and stock returns,00223808,Journal of Political Economy,128,11,4011-4045,https://api.elsevier.com/content/abstract/scopus_id/85092081870,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092081870&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,7006983991,Ľuboš,Pástor,60029278+60020337,"University of Chicago, National Bureau of Economic Research, Centre for Economic Policy Research, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Pástor Ľ.,"© 2020 by The University of Chicago. All rights reserved.We develop a model of political cycles driven by time-varying risk aversion. Agents choose to work in the public or private sector and to vote Democratic or Republican. In equilibrium, when risk aversion is high, agents elect Democrats—the party promising more redistribution. The model predicts higher average stock market returns under Democratic presidencies, explaining the well-known “presidential puzzle.” The model can also explain why economic growth has been faster under Democratic presidencies. In the data, Democratic voters are more risk averse, and risk aversion declines during Democratic presidencies. Public workers vote Democratic, while entrepreneurs vote Republican, as the model predicts."
96,96,10.1086/710532,Political cycles and stock returns,00223808,Journal of Political Economy,128,11,4011-4045,https://api.elsevier.com/content/abstract/scopus_id/85092081870,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092081870&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,7006983991,Ľuboš,Pástor,112397371,"National Bank of Slovakia, Slovakia",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Pástor Ľ.,"© 2020 by The University of Chicago. All rights reserved.We develop a model of political cycles driven by time-varying risk aversion. Agents choose to work in the public or private sector and to vote Democratic or Republican. In equilibrium, when risk aversion is high, agents elect Democrats—the party promising more redistribution. The model predicts higher average stock market returns under Democratic presidencies, explaining the well-known “presidential puzzle.” The model can also explain why economic growth has been faster under Democratic presidencies. In the data, Democratic voters are more risk averse, and risk aversion declines during Democratic presidencies. Public workers vote Democratic, while entrepreneurs vote Republican, as the model predicts."
96,96,10.1086/710532,Political cycles and stock returns,00223808,Journal of Political Economy,128,11,4011-4045,https://api.elsevier.com/content/abstract/scopus_id/85092081870,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092081870&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,56232984600,Pietro,Veronesi,60029278+60020337,"University of Chicago, National Bureau of Economic Research, Centre for Economic Policy Research, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Veronesi P.,"© 2020 by The University of Chicago. All rights reserved.We develop a model of political cycles driven by time-varying risk aversion. Agents choose to work in the public or private sector and to vote Democratic or Republican. In equilibrium, when risk aversion is high, agents elect Democrats—the party promising more redistribution. The model predicts higher average stock market returns under Democratic presidencies, explaining the well-known “presidential puzzle.” The model can also explain why economic growth has been faster under Democratic presidencies. In the data, Democratic voters are more risk averse, and risk aversion declines during Democratic presidencies. Public workers vote Democratic, while entrepreneurs vote Republican, as the model predicts."
97,97,10.1086/710345,Firm volatility in granular networks,00223808,Journal of Political Economy,128,11,4097-4162,https://api.elsevier.com/content/abstract/scopus_id/85092081467,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092081467&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,57087129000,Bernard,Herskovic,60027550,"University of California, Los Angeles, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Herskovic B.,"© 2020 by The University of Chicago. All rights reserved.Firm volatilities comove strongly over time, and their common factor is the dispersion of the economy-wide firm size distribution. In the cross section, smaller firms and firms with a more concentrated customer base display higher volatility. Network effects are essential to explaining the joint evolution of the empirical firm size and firm volatility distributions. We propose and estimate a simple network model of firm volatility in which shocks to customers influence their suppliers. Larger suppliers have more customers, and customer-supplier links depend on customers’ size. The model produces distributions of firm volatility, size, and customer concentration consistent with the data."
97,97,10.1086/710345,Firm volatility in granular networks,00223808,Journal of Political Economy,128,11,4097-4162,https://api.elsevier.com/content/abstract/scopus_id/85092081467,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092081467&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,55194370800,Bryan,Kelly,60005455+60020337,"Yale University, Applied Quantitative Research, National Bureau of Economic Research, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Kelly B.,"© 2020 by The University of Chicago. All rights reserved.Firm volatilities comove strongly over time, and their common factor is the dispersion of the economy-wide firm size distribution. In the cross section, smaller firms and firms with a more concentrated customer base display higher volatility. Network effects are essential to explaining the joint evolution of the empirical firm size and firm volatility distributions. We propose and estimate a simple network model of firm volatility in which shocks to customers influence their suppliers. Larger suppliers have more customers, and customer-supplier links depend on customers’ size. The model produces distributions of firm volatility, size, and customer concentration consistent with the data."
97,97,10.1086/710345,Firm volatility in granular networks,00223808,Journal of Political Economy,128,11,4097-4162,https://api.elsevier.com/content/abstract/scopus_id/85092081467,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092081467&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,22938088500,Hanno,Lustig,60020337+60012708,"Stanford University and National Bureau of Economic Research, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Lustig H.,"© 2020 by The University of Chicago. All rights reserved.Firm volatilities comove strongly over time, and their common factor is the dispersion of the economy-wide firm size distribution. In the cross section, smaller firms and firms with a more concentrated customer base display higher volatility. Network effects are essential to explaining the joint evolution of the empirical firm size and firm volatility distributions. We propose and estimate a simple network model of firm volatility in which shocks to customers influence their suppliers. Larger suppliers have more customers, and customer-supplier links depend on customers’ size. The model produces distributions of firm volatility, size, and customer concentration consistent with the data."
97,97,10.1086/710345,Firm volatility in granular networks,00223808,Journal of Political Economy,128,11,4097-4162,https://api.elsevier.com/content/abstract/scopus_id/85092081467,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092081467&origin=inward,2020-11-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,8567181500,Stijn,Van Nieuwerburgh,60030162+60020337,"Columbia University, National Bureau of Economic Research, Center for Economic Policy Research, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Van Nieuwerburgh S.,"© 2020 by The University of Chicago. All rights reserved.Firm volatilities comove strongly over time, and their common factor is the dispersion of the economy-wide firm size distribution. In the cross section, smaller firms and firms with a more concentrated customer base display higher volatility. Network effects are essential to explaining the joint evolution of the empirical firm size and firm volatility distributions. We propose and estimate a simple network model of firm volatility in which shocks to customers influence their suppliers. Larger suppliers have more customers, and customer-supplier links depend on customers’ size. The model produces distributions of firm volatility, size, and customer concentration consistent with the data."
98,98,10.1086/710977,An empirical analysis of racial differences in police use of force: a response,00223808,Journal of Political Economy,128,10,4003-4008,https://api.elsevier.com/content/abstract/scopus_id/85106780011,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106780011&origin=inward,2020-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,7004362607,Roland G.,Fryer,60009982,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Fryer R.G.,
99,99,10.1086/709953,Collusion in markets with syndication,00223808,Journal of Political Economy,128,10,3779-3819,https://api.elsevier.com/content/abstract/scopus_id/85092010337,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092010337&origin=inward,2020-10-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,10439133700,John William,Hatfield,60013372,"University of Texas, at, Austin, USA",SCOPUS FAILURE,"I. Ronn, Yossi Spiegel, Steven Tadelis, Juuso Toikka, Alex White, Lucy White, Alex Wolitzky, Mindy Zhang, Emir Kamenica (editor), and several referees; participants at the American Law and Economics Association Conference, the Association of American Law Schools Annual Meeting, the Carnegie Mellon–Pitt–Penn State Finance Conference, the Florida State University Suntrust Finance Beach Conference, the Law and Entrepreneurship Association Retreat, the National Business Law Scholars Conference, the Southern California Private Equity Conference, the fall 2017 meeting of the Finance Theory Group, the 2017 Institute for Operations Research and the Management Sciences Annual Meeting, the Southern California Business Law Workshop, the University of San Diego Law and Finance Conference, the 2018 Next Generation of Antitrust Scholars Conference, and the 7th Annual Law and Economic Theory Conference; and seminar participants at Carnegie Mellon University, Georgia State University, Harvard University, Massachusetts Institute of Technology, Pepperdine University, Rice University, the Securities and Exchange Commission, Texas A&M University, the US Department of Justice, the University of Amsterdam, the University of Calgary, the University of California, Hastings, the University of Chicago, the University of Florida, the University of Southern California, the University of Texas at Austin, and the University of Western Ontario. Kominers gratefully acknowledges the support of the National Science Foundation (grants CCF-1216095, SciSIP-1535813, and SES-1459912), the Harvard Milton Fund, and the Ng Fund and the Mathematics in Economics Research Fund of the Harvard Center of Mathematical Sciences and Applications. Much of this work was conducted while Kominers was a Junior Fellow at the Harvard Society of Fellows. Lowery gratefully acknowledges the hospitality of the Tepper School of Business at Carnegie Mellon University, which hosted him during parts of this research. Hatfield, Kominers, and Lowery contributed equally to this work.",SCOPUS FAILURE,Hatfield J.W.,"© 2020 by The University of Chicago. All rights reserved.Many markets are syndicated, including those for initial public offerings, club deal leveraged buyouts, and debt issuances; in such markets, each winning bidder invites competitors to join a syndicate to complete production. We show that in syndicated markets, collusion may become easier as market concentration falls and market entry may facilitate collusion. In particular, firms can sustain collusion by refusing to syndicate with any firm that undercuts the collusive price, thereby raising that firm’s production costs. Our results can thus rationalize the paradoxical empirical observations that many real-world syndicated markets exhibit seemingly collusive pricing despite low levels of market concentration."
99,99,10.1086/709953,Collusion in markets with syndication,00223808,Journal of Political Economy,128,10,3779-3819,https://api.elsevier.com/content/abstract/scopus_id/85092010337,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092010337&origin=inward,2020-10-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,25825323800,Scott Duke,Kominers,60020337+60009982,"Harvard University and National Bureau of Economic Research, USA",SCOPUS FAILURE,"I. Ronn, Yossi Spiegel, Steven Tadelis, Juuso Toikka, Alex White, Lucy White, Alex Wolitzky, Mindy Zhang, Emir Kamenica (editor), and several referees; participants at the American Law and Economics Association Conference, the Association of American Law Schools Annual Meeting, the Carnegie Mellon–Pitt–Penn State Finance Conference, the Florida State University Suntrust Finance Beach Conference, the Law and Entrepreneurship Association Retreat, the National Business Law Scholars Conference, the Southern California Private Equity Conference, the fall 2017 meeting of the Finance Theory Group, the 2017 Institute for Operations Research and the Management Sciences Annual Meeting, the Southern California Business Law Workshop, the University of San Diego Law and Finance Conference, the 2018 Next Generation of Antitrust Scholars Conference, and the 7th Annual Law and Economic Theory Conference; and seminar participants at Carnegie Mellon University, Georgia State University, Harvard University, Massachusetts Institute of Technology, Pepperdine University, Rice University, the Securities and Exchange Commission, Texas A&M University, the US Department of Justice, the University of Amsterdam, the University of Calgary, the University of California, Hastings, the University of Chicago, the University of Florida, the University of Southern California, the University of Texas at Austin, and the University of Western Ontario. Kominers gratefully acknowledges the support of the National Science Foundation (grants CCF-1216095, SciSIP-1535813, and SES-1459912), the Harvard Milton Fund, and the Ng Fund and the Mathematics in Economics Research Fund of the Harvard Center of Mathematical Sciences and Applications. Much of this work was conducted while Kominers was a Junior Fellow at the Harvard Society of Fellows. Lowery gratefully acknowledges the hospitality of the Tepper School of Business at Carnegie Mellon University, which hosted him during parts of this research. Hatfield, Kominers, and Lowery contributed equally to this work.",SCOPUS FAILURE,Kominers S.D.,"© 2020 by The University of Chicago. All rights reserved.Many markets are syndicated, including those for initial public offerings, club deal leveraged buyouts, and debt issuances; in such markets, each winning bidder invites competitors to join a syndicate to complete production. We show that in syndicated markets, collusion may become easier as market concentration falls and market entry may facilitate collusion. In particular, firms can sustain collusion by refusing to syndicate with any firm that undercuts the collusive price, thereby raising that firm’s production costs. Our results can thus rationalize the paradoxical empirical observations that many real-world syndicated markets exhibit seemingly collusive pricing despite low levels of market concentration."
99,99,10.1086/709953,Collusion in markets with syndication,00223808,Journal of Political Economy,128,10,3779-3819,https://api.elsevier.com/content/abstract/scopus_id/85092010337,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092010337&origin=inward,2020-10-01,True,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,51560896600,Jordan M.,Barry,60002214,"University of San Diego, USA",SCOPUS FAILURE,"I. Ronn, Yossi Spiegel, Steven Tadelis, Juuso Toikka, Alex White, Lucy White, Alex Wolitzky, Mindy Zhang, Emir Kamenica (editor), and several referees; participants at the American Law and Economics Association Conference, the Association of American Law Schools Annual Meeting, the Carnegie Mellon–Pitt–Penn State Finance Conference, the Florida State University Suntrust Finance Beach Conference, the Law and Entrepreneurship Association Retreat, the National Business Law Scholars Conference, the Southern California Private Equity Conference, the fall 2017 meeting of the Finance Theory Group, the 2017 Institute for Operations Research and the Management Sciences Annual Meeting, the Southern California Business Law Workshop, the University of San Diego Law and Finance Conference, the 2018 Next Generation of Antitrust Scholars Conference, and the 7th Annual Law and Economic Theory Conference; and seminar participants at Carnegie Mellon University, Georgia State University, Harvard University, Massachusetts Institute of Technology, Pepperdine University, Rice University, the Securities and Exchange Commission, Texas A&M University, the US Department of Justice, the University of Amsterdam, the University of Calgary, the University of California, Hastings, the University of Chicago, the University of Florida, the University of Southern California, the University of Texas at Austin, and the University of Western Ontario. Kominers gratefully acknowledges the support of the National Science Foundation (grants CCF-1216095, SciSIP-1535813, and SES-1459912), the Harvard Milton Fund, and the Ng Fund and the Mathematics in Economics Research Fund of the Harvard Center of Mathematical Sciences and Applications. Much of this work was conducted while Kominers was a Junior Fellow at the Harvard Society of Fellows. Lowery gratefully acknowledges the hospitality of the Tepper School of Business at Carnegie Mellon University, which hosted him during parts of this research. Hatfield, Kominers, and Lowery contributed equally to this work.",SCOPUS FAILURE,Barry J.M.,"© 2020 by The University of Chicago. All rights reserved.Many markets are syndicated, including those for initial public offerings, club deal leveraged buyouts, and debt issuances; in such markets, each winning bidder invites competitors to join a syndicate to complete production. We show that in syndicated markets, collusion may become easier as market concentration falls and market entry may facilitate collusion. In particular, firms can sustain collusion by refusing to syndicate with any firm that undercuts the collusive price, thereby raising that firm’s production costs. Our results can thus rationalize the paradoxical empirical observations that many real-world syndicated markets exhibit seemingly collusive pricing despite low levels of market concentration."
100,100,10.1086/709970,Identification in auction models with interdependent costs,00223808,Journal of Political Economy,128,10,3820-3871,https://api.elsevier.com/content/abstract/scopus_id/85090988384,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090988384&origin=inward,2020-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,55978938200,Paulo,Somaini,60020928+60020337,"Stanford Graduate School of Business and National Bureau of Economic Research, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Somaini P.,"© 2020 by The University of Chicago. All rights reserved.This paper provides a nonparametric identification result for procurement models with asymmetric bidders, dependent private information, and interdependent costs. For risk-neutral bidders, the model’s payoff-relevant primitives are the joint distribution of private information and each bidder’s full-information expected cost. The joint distribution of bids identifies the joint distribution of signals. First-order conditions identify the expected cost conditional on tying with at least one competitor for the lowest bid. I show identification of each bidder’s full-information cost, using variation in competitors’ cost shifters that are excludable from bidders’ own full-information costs, and generate variation in the set of competitors’ signals that induce a tie for the lowest bid. I estimate the relevant payoff primitives using data from Michigan highway procurements and evaluate policies that affect the winner’s curse’s severity."
101,101,10.1086/708857,Moral values and voting,00223808,Journal of Political Economy,128,10,3679-3729,https://api.elsevier.com/content/abstract/scopus_id/85090966356,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090966356&origin=inward,2020-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,57190789136,Benjamin,Enke,60020337+60009982,"Harvard University and National Bureau of Economic Research, USA",SCOPUS FAILURE,"helpful comments from seminar audiences at Berkeley, Carnegie Mellon University, Harvard, Max Planck Institute Bonn, Stanford, the 2018 National Bureau of Economic Research Political Economy Summer Institute, the 2018 Behavioral Economics Annual Meeting, the 2018 Early-Career Behavioral Economics Bergen Conference, and the 2019 Pompeu Fabra University Conference on the Political Economy of Development and Conflict. Joe Kidson, William Murdock, and Patricia Sun provided outstanding research assistance. Financial support from Harvard’s Lab for Economic Applications and Policy is gratefully acknowledged. Data are provided as supplementary material online.",SCOPUS FAILURE,Enke B.,"© 2020 by The University of Chicago. All rights reserved.This paper studies the supply of and demand for moral values in recent US presidential elections. Using a combination of large-scale survey data and text analyses, I find support for the hypothesis that both voters and politicians exhibit heterogeneity in their emphasis on universalist relative to communalmoral values and that politicians’ vote shares partly reflect the extent to which their moral appeal matches the values of the electorate.Over the last decade, Americans’ values have become increasingly communal—especially in rural areas—which generated increased moral polarization and is associated with changes in voting patterns across space."
102,102,10.1086/710976,An empirical analysis of racial differences in police use of force: a comment,00223808,Journal of Political Economy,128,10,3998-4008,https://api.elsevier.com/content/abstract/scopus_id/85090941959,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090941959&origin=inward,2020-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,6701526433,Steven N.,Durlauf,60029278,"University of Chicago, USA",SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Durlauf S.N.,
103,103,10.1086/709971,Motivated false memory,00223808,Journal of Political Economy,128,10,3913-3939,https://api.elsevier.com/content/abstract/scopus_id/85090941884,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090941884&origin=inward,2020-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,20336954200,Soo Hong,Chew,60018540,"Southwestern University of Finance and Economics, China",SCOPUS FAILURE,"We would like to thank Jim Heckman and three referees for constructive comments, as well as Roy Baumeister, Roland Bénabou, Juan Carrillo, Zhijun Chen, Roberta Dessi, Armin Falk, Fuhai Hong, Dan Houser, Igor Kopylov, George Loewenstein, Beth Loftus, Serenella Tolomeo, Joël van der Weele, Jidong Zhou, Florian Zimmermann, Rami Zwick, and participants at numerous conferences and seminars for helpful discussions. Meng Ji, Yun Li, and Junjie Ren provided excellent research assistance. This study is supported by grants from the Ministry of Education, Singapore, and the AXA Research Fund. The paper was previously titled “Selective Memory and Motivated Delusion: Theory and Experiment.” Data are provided as supplementary material online.",SCOPUS FAILURE,Chew S.H.,"© 2020 by The University of Chicago. All rights reserved.People often forget and sometimes fantasize. This paper reports a large-scale experiment on memory errors and their relation to preferential traits including time preference, attitudes toward risk and ambiguity, and psychological characteristics such as anticipatory feelings. We observe systematic incidences of false memory in favor of positive events and positive amnesia in forgetting past negative events. Both positive delusion and positive confabulation significantly relate to present bias, but this is not the case for positive amnesia. In an intraperson, multiple-self model, we demonstrate that positive false memory, rather than selective amnesia, serves to enhance confidence in one’s future self in equilibrium, thereby accounting for our experimental findings."
103,103,10.1086/709971,Motivated false memory,00223808,Journal of Political Economy,128,10,3913-3939,https://api.elsevier.com/content/abstract/scopus_id/85090941884,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090941884&origin=inward,2020-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,20336954200,Soo Hong,Chew,60017161,"National University of Singapore, Singapore",SCOPUS FAILURE,"We would like to thank Jim Heckman and three referees for constructive comments, as well as Roy Baumeister, Roland Bénabou, Juan Carrillo, Zhijun Chen, Roberta Dessi, Armin Falk, Fuhai Hong, Dan Houser, Igor Kopylov, George Loewenstein, Beth Loftus, Serenella Tolomeo, Joël van der Weele, Jidong Zhou, Florian Zimmermann, Rami Zwick, and participants at numerous conferences and seminars for helpful discussions. Meng Ji, Yun Li, and Junjie Ren provided excellent research assistance. This study is supported by grants from the Ministry of Education, Singapore, and the AXA Research Fund. The paper was previously titled “Selective Memory and Motivated Delusion: Theory and Experiment.” Data are provided as supplementary material online.",SCOPUS FAILURE,Chew S.H.,"© 2020 by The University of Chicago. All rights reserved.People often forget and sometimes fantasize. This paper reports a large-scale experiment on memory errors and their relation to preferential traits including time preference, attitudes toward risk and ambiguity, and psychological characteristics such as anticipatory feelings. We observe systematic incidences of false memory in favor of positive events and positive amnesia in forgetting past negative events. Both positive delusion and positive confabulation significantly relate to present bias, but this is not the case for positive amnesia. In an intraperson, multiple-self model, we demonstrate that positive false memory, rather than selective amnesia, serves to enhance confidence in one’s future self in equilibrium, thereby accounting for our experimental findings."
103,103,10.1086/709971,Motivated false memory,00223808,Journal of Political Economy,128,10,3913-3939,https://api.elsevier.com/content/abstract/scopus_id/85090941884,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090941884&origin=inward,2020-10-01,False,https://api.elsevier.com/content/search/scopus?cursor=*&count=200&query=ISSN%2800223808%29&date=1990-2021,57221076092,Wei,Huang,60002798,"Chinese University of Hong Kong, China",SCOPUS FAILURE,"We would like to thank Jim Heckman and three referees for constructive comments, as well as Roy Baumeister, Roland Bénabou, Juan Carrillo, Zhijun Chen, Roberta Dessi, Armin Falk, Fuhai Hong, Dan Houser, Igor Kopylov, George Loewenstein, Beth Loftus, Serenella Tolomeo, Joël van der Weele, Jidong Zhou, Florian Zimmermann, Rami Zwick, and participants at numerous conferences and seminars for helpful discussions. Meng Ji, Yun Li, and Junjie Ren provided excellent research assistance. This study is supported by grants from the Ministry of Education, Singapore, and the AXA Research Fund. The paper was previously titled “Selective Memory and Motivated Delusion: Theory and Experiment.” Data are provided as supplementary material online.",SCOPUS FAILURE,Huang W.,"© 2020 by The University of Chicago. All rights reserved.People often forget and sometimes fantasize. This paper reports a large-scale experiment on memory errors and their relation to preferential traits including time preference, attitudes toward risk and ambiguity, and psychological characteristics such as anticipatory feelings. We observe systematic incidences of false memory in favor of positive events and positive amnesia in forgetting past negative events. Both positive delusion and positive confabulation significantly relate to present bias, but this is not the case for positive amnesia. In an intraperson, multiple-self model, we demonstrate that positive false memory, rather than selective amnesia, serves to enhance confidence in one’s future self in equilibrium, thereby accounting for our experimental findings."
